index,genres,keywords,popularity,revenue,title,vote_average,vote_count,cast,director,soup
3743,"['drama', 'romance']","['individual', 'prostitute', 'alcohol', 'casino', 'loveatfirstsight']",22.030517,49800000,leaving las vegas,7.1,360,"['nicolascage', 'elisabethshue', 'juliansands', 'richardlewis', 'stevenweber']",mikefiggis,individual prostitute alcohol casino loveatfirstsight nicolascage elisabethshue juliansands richardlewis stevenweber drama romance mikefiggis
3745,"['romance', 'drama', 'comedy']","['chicago', 'journalist', 'newspaper', 'marriageproposal', 'stress']",4.117968,0,the front page,6.9,68,"['jacklemmon', 'waltermatthau', 'susansarandon', 'vincentgardenia', 'davidwayne']",billywilder,chicago journalist newspaper marriageproposal stress jacklemmon waltermatthau susansarandon vincentgardenia davidwayne romance drama comedy billywilder
3747,['drama'],"['circus', 'trapezeartist']",1.3793540000000002,14400000,trapeze,6.4,22,"['burtlancaster', 'tonycurtis', 'ginalollobrigida', 'katyjurado', 'thomasgomez']",carolreed,circus trapezeartist burtlancaster tonycurtis ginalollobrigida katyjurado thomasgomez drama carolreed
3748,"['comedy', 'drama']","['lesbianrelationship', 'lesbian', 'dinner', 'motorcycle', 'argument']",15.338211,34705850,the kids are all right,6.5,506,"['juliannemoore', 'annettebening', 'markruffalo', 'miawasikowska', 'joshhutcherson']",lisacholodenko,lesbianrelationship lesbian dinner motorcycle argument juliannemoore annettebening markruffalo miawasikowska joshhutcherson comedy drama lisacholodenko
3749,"['action', 'horror', 'sciencefiction', 'thriller']","['dystopia', 'socialcommentary', 'alieninvasion', 'sunglasses', 'brawl']",29.852608,13008928,they live,7.1,550,"['roddypiper', 'keithdavid', 'megfoster', 'georgebuckflower', 'peterjason']",johncarpenter,dystopia socialcommentary alieninvasion sunglasses brawl roddypiper keithdavid megfoster georgebuckflower peterjason action horror sciencefiction thriller johncarpenter
3750,"['adventure', 'drama', 'history', 'thriller', 'war']","['basedonnovel', 'optimism', 'switzerland', 'baseball', 'famousscore']",35.061467,11744471,the great escape,7.8,717,"['stevemcqueen', 'jamesgarner', 'richardattenborough', 'jamesdonald', 'charlesbronson']",johnsturges,basedonnovel optimism switzerland baseball famousscore stevemcqueen jamesgarner richardattenborough jamesdonald charlesbronson adventure drama history thriller war johnsturges
3753,['drama'],"['dailylife', ""family'sdailylife"", 'urbanlife', 'growingup', 'domesticabuse']",43.40352,44349000,boyhood,7.5,1971,"['ellarcoltrane', 'patriciaarquette', 'ethanhawke', 'elijahsmith', 'loreleilinklater']",richardlinklater,dailylife family'sdailylife urbanlife growingup domesticabuse ellarcoltrane patriciaarquette ethanhawke elijahsmith loreleilinklater drama richardlinklater
3754,"['comedy', 'mystery']","['upperclass', 'prostitute', 'journalist', 'drowning', 'newspaper']",17.229537,31584901,scoop,6.4,420,"['scarlettjohansson', 'hughjackman', 'woodyallen', 'ianmcshane', 'kevinmcnally']",woodyallen,upperclass prostitute journalist drowning newspaper scarlettjohansson hughjackman woodyallen ianmcshane kevinmcnally comedy mystery woodyallen
3757,"['drama', 'romance']","['casino', 'jinx', 'badluck']",9.976428,0,the cooler,6.7,89,"['williamh.macy', 'alecbaldwin', 'mariabello', 'shawnhatosy', 'paulsorvino']",waynekramer,casino jinx badluck williamh.macy alecbaldwin mariabello shawnhatosy paulsorvino drama romance waynekramer
3758,"['drama', 'action', 'romance']","['decision', 'reno', 'mustang', 'fallinginlove', 'divorce']",2.9300580000000003,8200000,the misfits,6.8,72,"['clarkgable', 'marilynmonroe', 'montgomeryclift', 'thelmaritter', 'eliwallach']",johnhuston,decision reno mustang fallinginlove divorce clarkgable marilynmonroe montgomeryclift thelmaritter eliwallach drama action romance johnhuston
3761,"['horror', 'drama', 'thriller']","['schizophrenia', 'suppressedpast', 'wife']",29.071955,44000000,the orphanage,7.1,633,"['belénrueda', 'fernandocayo', 'rogerpríncep', 'mabelrivera', 'montserratcarulla']",juanantoniobayona,schizophrenia suppressedpast wife belénrueda fernandocayo rogerpríncep mabelrivera montserratcarulla horror drama thriller juanantoniobayona
3763,"['comedy', 'drama', 'romance']","['lovetriangle', 'independentfilm', 'multiplestorylines']",11.387335,0,the rules of attraction,6.3,168,"['jamesvanderbeek', 'shannynsossamon', 'iansomerhalder', 'jessicabiel', 'katebosworth']",rogeravary,lovetriangle independentfilm multiplestorylines jamesvanderbeek shannynsossamon iansomerhalder jessicabiel katebosworth comedy drama romance rogeravary
3764,"['action', 'drama', 'mystery', 'thriller']","['newyork', 'cia', 'cuba', 'coldwar', 'suspense']",5.975604,6000000,topaz,6.1,77,"['frederickstafford', 'danyrobin', 'claudejade', 'michelsubor', 'karindor']",alfredhitchcock,newyork cia cuba coldwar suspense frederickstafford danyrobin claudejade michelsubor karindor action drama mystery thriller alfredhitchcock
3766,"['crime', 'comedy']","['hotel', ""newyear'seve"", 'witch', 'bet', 'hotelroom']",22.87623,4300000,four rooms,6.5,530,"['timroth', 'antoniobanderas', 'jenniferbeals', 'madonna', 'marisatomei']",quentintarantino,hotel newyear'seve witch bet hotelroom timroth antoniobanderas jenniferbeals madonna marisatomei crime comedy quentintarantino
3767,"['comedy', 'drama', 'romance']","['suicide', 'clerk', 'fetish', 'sadomasochism', 'lawyer']",19.107285,9304609,secretary,6.7,376,"['jamesspader', 'maggiegyllenhaal', 'jeremydavies', 'lesleyannwarren', 'stephenmchattie']",stevenshainberg,suicide clerk fetish sadomasochism lawyer jamesspader maggiegyllenhaal jeremydavies lesleyannwarren stephenmchattie comedy drama romance stevenshainberg
3769,['drama'],"['anonymity', 'radiopresenter', 'success', 'dangerous', 'radiotransmission']",4.541908,3468572,talk radio,6.7,46,"['ericbogosian', 'ellengreene', 'lesliehope', 'johnc.mcginley', 'alecbaldwin']",oliverstone,anonymity radiopresenter success dangerous radiotransmission ericbogosian ellengreene lesliehope johnc.mcginley alecbaldwin drama oliverstone
3770,"['music', 'comedy']","['missouri', 'independentfilm', 'mechanic', 'inthecloset', 'mockumentary']",4.348416,0,waiting for guffman,7.3,63,"['christopherguest', 'eugenelevy', 'fredwillard', ""catherineo'hara"", 'michaelhitchcock']",christopherguest,missouri independentfilm mechanic inthecloset mockumentary christopherguest eugenelevy fredwillard catherineo'hara michaelhitchcock music comedy christopherguest
3772,"['comedy', 'crime', 'thriller', 'romance']","['newyork', 'sanfrancisco', 'alcoholism', 'serialkiller', 'alcoholic']",6.091951,2426851,you kill me,6.2,80,"['benkingsley', 'téaleoni', 'lukewilson', 'billpullman', 'dennisfarina']",johndahl,newyork sanfrancisco alcoholism serialkiller alcoholic benkingsley téaleoni lukewilson billpullman dennisfarina comedy crime thriller romance johndahl
3773,"['comedy', 'drama']","['becominganadult', 'thumb', 'firsttime', 'hypnosis', 'thumbsucking']",4.757625,1919197,thumbsucker,6.1,67,"['loutaylorpucci', 'tildaswinton', ""vincentd'onofrio"", 'keanureeves', 'benjaminbratt']",mikemills,becominganadult thumb firsttime hypnosis thumbsucking loutaylorpucci tildaswinton vincentd'onofrio keanureeves benjaminbratt comedy drama mikemills
3775,['fantasy'],"['fictionalplace', 'dream', 'fantasy']",7.7581880000000005,866999,mirrormask,6.6,102,"['stephanieleonidas', 'jasonbarry', 'robbrydon', 'ginamckee', 'dorabryan']",davemckean,fictionalplace dream fantasy stephanieleonidas jasonbarry robbrydon ginamckee dorabryan fantasy davemckean
3776,"['drama', 'documentary']","['eating', 'aroundtheworld', 'fastmotionscene', 'balance', 'skyline']",12.781972999999999,0,samsara,8.0,167,"['marcosluna', 'putudindapratika', 'putisricandradewi', 'nimademegahadipratiwi']",ronfricke,eating aroundtheworld fastmotionscene balance skyline marcosluna putudindapratika putisricandradewi nimademegahadipratiwi drama documentary ronfricke
3778,"['drama', 'romance']","['philosophy', 'mentor', 'artist', 'painting', 'friendship']",12.690224,1406224,the art of getting by,6.5,415,"['freddiehighmore', 'emmaroberts', 'michaelangarano', 'elizabethreaser', 'aliciasilverstone']",gavinwiesen,philosophy mentor artist painting friendship freddiehighmore emmaroberts michaelangarano elizabethreaser aliciasilverstone drama romance gavinwiesen
3780,"['comedy', 'drama', 'thriller']","['hustler', 'independentfilm', 'pool']",5.90259,0,poolhall junkies,6.5,25,"['rickyschroder', 'chazzpalminteri', 'rodsteiger', 'michaelrosenbaum', 'marscallahan']",marscallahan,hustler independentfilm pool rickyschroder chazzpalminteri rodsteiger michaelrosenbaum marscallahan comedy drama thriller marscallahan
3782,"['drama', 'fantasy']","['limousine', 'multipleidentities', 'wig', 'penis', 'talkingcar']",9.140936,641100,holy motors,6.9,228,"['evamendes', 'kylieminogue', 'michelpiccoli', 'edithscob', 'denislavant']",leoscarax,limousine multipleidentities wig penis talkingcar evamendes kylieminogue michelpiccoli edithscob denislavant drama fantasy leoscarax
3783,['drama'],"['childabuse', 'prostitute', 'bar', 'brothel', 'snake']",22.987897,2365467,joe,6.5,338,"['nicolascage', 'tyesheridan', 'ronniegeneblevins', 'suerock', 'heatherkafka']",davidgordongreen,childabuse prostitute bar brothel snake nicolascage tyesheridan ronniegeneblevins suerock heatherkafka drama davidgordongreen
3784,"['crime', 'comedy', 'romance']","['londonengland', 'nightclub', 'chase', 'fraud', 'liar']",1.204941,302204,shooting fish,7.0,23,"['danfutterman', 'stuarttownsend', 'katebeckinsale', 'rowenacooper', 'scottcharles']",stefanschwartz,londonengland nightclub chase fraud liar danfutterman stuarttownsend katebeckinsale rowenacooper scottcharles crime comedy romance stefanschwartz
3785,"['crime', 'drama', 'horror', 'thriller']","['prison', 'prisoner', 'revenge', 'haunting', 'electricchair']",7.605291,354704,prison,6.7,27,"['viggomortensen', 'chelseafield', 'lanesmith', 'lincolnkilpatrick', 'tomeverett']",rennyharlin,prison prisoner revenge haunting electricchair viggomortensen chelseafield lanesmith lincolnkilpatrick tomeverett crime drama horror thriller rennyharlin
3788,['drama'],"['germany', 'mexican']",1.771584,0,"guten tag, ramón",8.1,18,"['adrianabarraza', 'rüdigerevers', 'hectorkotsifakis', 'franziskakruse', 'arceliaramírez']",jorgeramírezsuárez,germany mexican adrianabarraza rüdigerevers hectorkotsifakis franziskakruse arceliaramírez drama jorgeramírezsuárez
3789,"['crime', 'drama', 'thriller']","['rape', 'obsession', 'lie', 'job', 'independentfilm']",21.230737,120000,trust,6.6,307,"['cliveowen', 'catherinekeener', 'lianaliberato', 'jasonclarke', 'violadavis']",davidschwimmer,rape obsession lie job independentfilm cliveowen catherinekeener lianaliberato jasonclarke violadavis crime drama thriller davidschwimmer
3792,['drama'],"['lovers', 'womandirector']",18.790221,318982,adore,6.1,291,"['naomiwatts', 'robinwright', 'xaviersamuel', 'jamesfrecheville', 'benmendelsohn']",annefontaine,lovers womandirector naomiwatts robinwright xaviersamuel jamesfrecheville benmendelsohn drama annefontaine
3794,['drama'],"['spain', 'bar', 'ship', 'drama', 'friends']",3.6631080000000003,146402,mondays in the sun,7.1,36,"['javierbardem', 'luistosar', 'nievedemedina', 'enriquevillén', 'celsobugallo']",fernandoleóndearanoa,spain bar ship drama friends javierbardem luistosar nievedemedina enriquevillén celsobugallo drama fernandoleóndearanoa
3795,"['drama', 'horror', 'action', 'thriller', 'sciencefiction']","['malenudity', 'canada', 'vampire']",12.496261,33245,stake land,6.2,285,"['danielleharris', 'kellymcgillis', 'nickdamici', 'connorpaolo', 'gregoryjones']",jimmickle,malenudity canada vampire danielleharris kellymcgillis nickdamici connorpaolo gregoryjones drama horror action thriller sciencefiction jimmickle
3796,['drama'],['independentfilm'],0.596889,0,the last time i committed suicide,6.7,7,"['thomasjane', 'keanureeves', 'claireforlani', 'gretchenmol', 'adrienbrody']",stephent.kay,independentfilm thomasjane keanureeves claireforlani gretchenmol adrienbrody drama stephent.kay
3797,['drama'],"['germany', 'gay', 'portugal', 'drowning', 'nudity']",2.611364,0,futuro beach,6.4,31,"['wagnermoura', 'clemensschick', 'jesuítabarbosa', 'sabinetimoteo', 'sophiecharlotteconrad']",karimaïnouz,germany gay portugal drowning nudity wagnermoura clemensschick jesuítabarbosa sabinetimoteo sophiecharlotteconrad drama karimaïnouz
3799,"['adventure', 'action', 'thriller', 'crime']","['terror', 'scotland', 'kidnapping', 'nudity', 'wilderness']",8.30723,25345000,a lonely place to die,6.2,157,"['melissageorge', 'edspeleers', 'eamonnwalker', 'alecnewman', 'karelroden']",juliangilbey,terror scotland kidnapping nudity wilderness melissageorge edspeleers eamonnwalker alecnewman karelroden adventure action thriller crime juliangilbey
3801,['drama'],"['alcohol', 'adultery', 'river', 'camping', 'province']",1.8766209999999999,4037782,the geographer drank his globe away,7.3,23,"['konstantinkhabenskiy', 'elenalyadova', 'aleksandrrobak', 'evgeniyakhirivskaya', 'agrippinasteklova']",aleksandrveledinskiy,alcohol adultery river camping province konstantinkhabenskiy elenalyadova aleksandrrobak evgeniyakhirivskaya agrippinasteklova drama aleksandrveledinskiy
3802,"['drama', 'comedy', 'history', 'music']","['usa', 'congress', 'musical']",1.8075709999999998,0,1776,7.1,20,"['williamdaniels', 'howarddasilva', 'kenhoward', 'blythedanner', 'donaldmadden']",peterh.hunt,usa congress musical williamdaniels howarddasilva kenhoward blythedanner donaldmadden drama comedy history music peterh.hunt
3804,"['action', 'drama', 'history']","['worldwari', 'zeppelin', 'royalairforce', 'royalflyingcorps', 'dogfight']",8.484123,8000000,hell's angels,6.1,19,"['benlyon', 'jameshall', 'jeanharlow', 'johndarrow', 'lucienprival']",edmundgoulding,worldwari zeppelin royalairforce royalflyingcorps dogfight benlyon jameshall jeanharlow johndarrow lucienprival action drama history edmundgoulding
3807,['horror'],"['killing', 'highschool', 'femalekiller', 'revenge', 'prom']",4.989985,0,the loved ones,6.6,207,"['xaviersamuel', 'jessicamcnamee', 'robinmcleavy', 'victoriathaine', 'johnbrumpton']",seanbyrne,killing highschool femalekiller revenge prom xaviersamuel jessicamcnamee robinmcleavy victoriathaine johnbrumpton horror seanbyrne
3811,"['drama', 'history']","['england', 'pope', 'beheading', 'deathpenalty', 'thomasmore']",9.541688,28350000,a man for all seasons,7.5,89,"['paulscofield', 'wendyhiller', 'leomckern', 'robertshaw', 'orsonwelles']",fredzinnemann,england pope beheading deathpenalty thomasmore paulscofield wendyhiller leomckern robertshaw orsonwelles drama history fredzinnemann
3812,['drama'],"['corruption', 'sex', 'adultery', 'television', 'profit']",17.234745,23689877,network,7.7,381,"['fayedunaway', 'williamholden', 'peterfinch', 'robertduvall', 'wesleyaddy']",sidneylumet,corruption sex adultery television profit fayedunaway williamholden peterfinch robertduvall wesleyaddy drama sidneylumet
3813,"['drama', 'romance', 'war']","['lifeanddeath', 'civilwar', 'southernusa', 'lossofchild', 'marriageproposal']",48.98255,400176459,gone with the wind,7.7,970,"['vivienleigh', 'clarkgable', 'oliviadehavilland', 'thomasmitchell', 'lesliehoward']",victorfleming,lifeanddeath civilwar southernusa lossofchild marriageproposal vivienleigh clarkgable oliviadehavilland thomasmitchell lesliehoward drama romance war victorfleming
3814,['drama'],"['dance', 'banfromprofession', 'biography', 'iran', 'oppression']",1.972668,0,desert dancer,6.5,18,"['freidapinto', 'reeceritchie', 'tomcullen', 'nazaninboniadi', 'maramacorlett']",richardraymond,dance banfromprofession biography iran oppression freidapinto reeceritchie tomcullen nazaninboniadi maramacorlett drama richardraymond
3815,"['war', 'western']","['mexico', 'prisonersofwar', 'apache', 'raid', 'confederate']",3.490215,14873,major dundee,6.2,38,"['charltonheston', 'richardharris', 'jimhutton', 'jamescoburn', 'michaelandersonjr.']",sampeckinpah,mexico prisonersofwar apache raid confederate charltonheston richardharris jimhutton jamescoburn michaelandersonjr. war western sampeckinpah
3816,"['action', 'comedy', 'music', 'romance', 'western']","['musical', 'annieoakley', 'sharpshooter']",1.726175,8000000,annie get your gun,7.3,22,"['bettyhutton', 'howardkeel', 'louiscalhern', 'j.carrolnaish', 'edwardarnold']",georgesidney,musical annieoakley sharpshooter bettyhutton howardkeel louiscalhern j.carrolnaish edwardarnold action comedy music romance western georgesidney
3817,"['comedy', 'crime', 'drama']","['terrorism', 'britishfarce']",20.544999,4270000,four lions,7.0,423,"['rizahmed', 'nigellindsay', 'kayvannovak', 'adeelakhtar', 'arsherali']",chrismorris,terrorism britishfarce rizahmed nigellindsay kayvannovak adeelakhtar arsherali comedy crime drama chrismorris
3818,['drama'],"['brazil', 'desert', '1910s']",0.389471,0,the house of sand,6.7,9,"['fernandamontenegro', 'ruyguerra', 'fernandatorres', 'seujorge', 'stêniogarcia']",andruchawaddington,brazil desert 1910s fernandamontenegro ruyguerra fernandatorres seujorge stêniogarcia drama andruchawaddington
3819,"['drama', 'action', 'comedy', 'crime']","['crimefighter', 'delusion', 'superhero']",8.45342,44462,defendor,6.5,195,"['woodyharrelson', 'katdennings', 'eliaskoteas', 'sandraoh', 'clarkjohnson']",peterstebbings,crimefighter delusion superhero woodyharrelson katdennings eliaskoteas sandraoh clarkjohnson drama action comedy crime peterstebbings
3820,"['music', 'romance']","['musical', 'pirate']",0.90522,2956000,the pirate,6.6,17,"['judygarland', 'genekelly', 'walterslezak', 'gladyscooper', 'reginaldowen']",vincenteminnelli,musical pirate judygarland genekelly walterslezak gladyscooper reginaldowen music romance vincenteminnelli
3822,"['comedy', 'drama']","['gay', 'becominganadult', 'education', 'exam', 'scholarship']",3.7716519999999996,13401952,the history boys,6.6,66,"['samuelanderson', 'dominiccooper', 'jamescorden', 'samuelbarnett', 'russelltovey']",nicholashytner,gay becominganadult education exam scholarship samuelanderson dominiccooper jamescorden samuelbarnett russelltovey comedy drama nicholashytner
3823,['drama'],['shower'],21.119208999999998,44785053,midnight cowboy,7.4,299,"['dustinhoffman', 'jonvoight', 'sylviamiles', 'johnmcgiver', 'brendavaccaro']",johnschlesinger,shower dustinhoffman jonvoight sylviamiles johnmcgiver brendavaccaro drama johnschlesinger
3824,['comedy'],"['suicideattempt', 'striptease', 'steelworker', 'repossession', 'malestripper']",17.002623,257850122,the full monty,6.8,363,"['robertcarlyle', 'markaddy', 'williamsnape', 'stevehuison', 'tomwilkinson']",petercattaneo,suicideattempt striptease steelworker repossession malestripper robertcarlyle markaddy williamsnape stevehuison tomwilkinson comedy petercattaneo
3825,['comedy'],"['chicago', 'alcohol', 'cataclysm', 'guitar', 'medicine']",46.116884999999996,83453539,airplane!,7.1,1074,"['roberthays', 'juliehagerty', 'kareemabdul-jabbar', 'lloydbridges', 'petergraves']",davidzucker,chicago alcohol cataclysm guitar medicine roberthays juliehagerty kareemabdul-jabbar lloydbridges petergraves comedy davidzucker
3827,['comedy'],"['rapmusic', 'parentskidsrelationship', 'rapper', 'job']",25.5748,28215918,friday,7.0,503,"['icecube', 'christucker', 'nialong', 'tomlisterjr.', 'johnwitherspoon']",f.garygray,rapmusic parentskidsrelationship rapper job icecube christucker nialong tomlisterjr. johnwitherspoon comedy f.garygray
3828,"['drama', 'action', 'crime']","['blackpeople', 'drugdealer', 'ghetto', 'weapon', 'delinquency']",3.4188709999999998,27900000,menace ii society,7.2,173,"['tyrinturner', 'larenztate', 'glennplummer', 'jadapinkettsmith', 'samuell.jackson']",allenhughes,blackpeople drugdealer ghetto weapon delinquency tyrinturner larenztate glennplummer jadapinkettsmith samuell.jackson drama action crime allenhughes
3830,"['action', 'comedy', 'western']","['prostitute', 'homelessperson', 'stagecoach', 'reverend', 'waystation']",2.676535,5000000,the ballad of cable hogue,6.9,47,"['jasonrobards', 'stellastevens', 'davidwarner', 'slimpickens', 'l.q.jones']",sampeckinpah,prostitute homelessperson stagecoach reverend waystation jasonrobards stellastevens davidwarner slimpickens l.q.jones action comedy western sampeckinpah
3831,"['crime', 'drama']","['murder', 'truecrime', 'farmer']",7.821438000000001,13007551,in cold blood,7.4,82,"['robertblake', 'scottwilson', 'johnforsythe', 'paulstewart', ""geralds.o'loughlin""]",richardbrooks,murder truecrime farmer robertblake scottwilson johnforsythe paulstewart geralds.o'loughlin crime drama richardbrooks
3832,['drama'],"['nurse', 'missionary', 'nun', 'belgium', 'sanitarium']",3.281509,12800000,the nun's story,7.4,46,"['audreyhepburn', 'peterfinch', 'peggyashcroft', 'deanjagger', 'mildreddunnock']",fredzinnemann,nurse missionary nun belgium sanitarium audreyhepburn peterfinch peggyashcroft deanjagger mildreddunnock drama fredzinnemann
3833,"['action', 'drama', 'thriller', 'crime', 'mystery']","['privateeye', 'lewharper']",2.938973,12000000,harper,6.2,35,"['paulnewman', 'laurenbacall', 'julieharris', 'arthurhill', 'janetleigh']",jacksmight,privateeye lewharper paulnewman laurenbacall julieharris arthurhill janetleigh action drama thriller crime mystery jacksmight
3834,"['crime', 'drama', 'mystery', 'thriller']","['londonengland', 'rape', 'police', 'suspense', 'serialkiller']",10.219942,12600000,frenzy,7.1,158,"['jonfinch', 'alecmccowen', 'barryfoster', 'billiewhitelaw', 'annamassey']",alfredhitchcock,londonengland rape police suspense serialkiller jonfinch alecmccowen barryfoster billiewhitelaw annamassey crime drama mystery thriller alfredhitchcock
3835,"['mystery', 'horror']","['witch', 'newengland', '17thcentury']",50.319662,40423945,the witch,6.3,1434,"['anyataylor-joy', 'ralphineson', 'katedickie', 'harveyscrimshaw', 'elliegrainger']",roberteggers,witch newengland 17thcentury anyataylor-joy ralphineson katedickie harveyscrimshaw elliegrainger mystery horror roberteggers
3838,['drama'],"['gay', 'filmdirector', 'dyinganddeath', 'biography', 'homosexuality']",5.588652,6451628,gods and monsters,6.8,81,"['ianmckellen', 'brendanfraser', 'lynnredgrave', 'lolitadavidovich', 'daviddukes']",billcondon,gay filmdirector dyinganddeath biography homosexuality ianmckellen brendanfraser lynnredgrave lolitadavidovich daviddukes drama billcondon
3839,"['crime', 'drama', 'mystery', 'romance']","['rape', 'secret', 'writing', 'homicide', 'kidnapping']",25.894064999999998,33965843,the secret in their eyes,7.8,626,"['ricardodarín', 'soledadvillamil', 'pablorago', 'javiergodino', 'guillermofrancella']",juanjosécampanella,rape secret writing homicide kidnapping ricardodarín soledadvillamil pablorago javiergodino guillermofrancella crime drama mystery romance juanjosécampanella
3841,"['horror', 'comedy', 'fantasy']","['deer', 'bloodsplatter', 'taperecorder', 'chainsaw', 'spirit']",35.674774,5923044,evil dead ii,7.6,742,"['brucecampbell', 'sarahberry', 'danhicks', 'kassiedepaiva', 'denisebixler']",samraimi,deer bloodsplatter taperecorder chainsaw spirit brucecampbell sarahberry danhicks kassiedepaiva denisebixler horror comedy fantasy samraimi
3845,"['fantasy', 'horror']","['hunter', 'mountains', 'wilderness', 'adventure', 'forest']",12.982319,4159678,troll hunter,6.7,583,"['ottojespersen', 'hansmortenhansen', 'tomasalflarsen', 'johannamørck', 'knutnærum']",andréøvredal,hunter mountains wilderness adventure forest ottojespersen hansmortenhansen tomasalflarsen johannamørck knutnærum fantasy horror andréøvredal
3847,"['comedy', 'drama']","['independentfilm', 'bookeditor']",3.643608,113783,winter passing,6.7,28,"['zooeydeschanel', 'willferrell', 'edharris', 'amymadigan', 'ameliawarner']",adamrapp,independentfilm bookeditor zooeydeschanel willferrell edharris amymadigan ameliawarner comedy drama adamrapp
3854,"['action', 'animation']","['dccomics', 'future', 'joker', 'robin', 'basedongraphicnovel']",25.891466,0,"batman: the dark knight returns, part 2",7.9,419,"['peterweller', 'arielwinter', 'davidselby', 'michaelemerson', 'markvalley']",jayoliva,dccomics future joker robin basedongraphicnovel peterweller arielwinter davidselby michaelemerson markvalley action animation jayoliva
3860,"['comedy', 'music']","['industrialist', 'vertigo', 'hitman', 'lighthouse', 'spoof']",5.690619,31063038,high anxiety,6.5,84,"['melbrooks', 'madelinekahn', 'clorisleachman', 'harveykorman', 'roncarey']",melbrooks,industrialist vertigo hitman lighthouse spoof melbrooks madelinekahn clorisleachman harveykorman roncarey comedy music melbrooks
3861,"['documentary', 'family']","['parentskidsrelationship', 'penguin', 'brood', 'autonomy', 'egg']",17.537154,127392239,march of the penguins,6.9,358,"['morganfreeman', 'charlesberling', 'romanebohringer', 'julessitruk']",jérômemaison,parentskidsrelationship penguin brood autonomy egg morganfreeman charlesberling romanebohringer julessitruk documentary family jérômemaison
3862,"['thriller', 'drama']","['capitalism', 'brokerage', 'wallstreet', 'downsizing', 'financialcrisis']",26.259389000000002,19504039,margin call,6.7,524,"['kevinspacey', 'paulbettany', 'jeremyirons', 'zacharyquinto', 'ashleywilliams']",j.c.chandor,capitalism brokerage wallstreet downsizing financialcrisis kevinspacey paulbettany jeremyirons zacharyquinto ashleywilliams thriller drama j.c.chandor
3863,['drama'],"['drama', 'romance', 'gayrelationship']",1.4194309999999999,0,august,6.2,15,"['murraybartlett', 'danieldugan', 'adriangonzalez']",eldarrapaport,drama romance gayrelationship murraybartlett danieldugan adriangonzalez drama eldarrapaport
3865,['drama'],"['jazz', 'obsession', 'conservatory', 'musicteacher', 'newyorkcity']",192.528841,13092000,whiplash,8.3,4254,"['milesteller', 'j.k.simmons', 'melissabenoist', 'austinstowell', 'jaysonblair']",damienchazelle,jazz obsession conservatory musicteacher newyorkcity milesteller j.k.simmons melissabenoist austinstowell jaysonblair drama damienchazelle
3866,"['drama', 'crime']","['malenudity', 'streetgang', 'brazilian', 'photographer', '1970s']",44.356711,30641770,city of god,8.1,1814,"['alexandrerodrigues', 'leandrofirmino', 'phellipehaagensen', 'douglassilva', 'jonathanhaagensen']",kátialund,malenudity streetgang brazilian photographer 1970s alexandrerodrigues leandrofirmino phellipehaagensen douglassilva jonathanhaagensen drama crime kátialund
3867,"['comedy', 'drama']","['sex', 'salesclerk', 'fastfoodrestaurant', 'boredom', 'relationshipproblems']",4.859873,4000000,human traffic,6.8,97,"['johnsimm', 'dannydyer', 'lorrainepilkington', 'shaunparkes', 'nicolareynolds']",justinkerrigan,sex salesclerk fastfoodrestaurant boredom relationshipproblems johnsimm dannydyer lorrainepilkington shaunparkes nicolareynolds comedy drama justinkerrigan
3868,"['drama', 'music']","['depression', 'biography', 'drug']",6.723057000000001,0,to write love on her arms,6.8,47,"['katdennings', 'chadmichaelmurray', 'rupertfriend', 'corbinbleu', 'marksaul']",nathanfrankowski,depression biography drug katdennings chadmichaelmurray rupertfriend corbinbleu marksaul drama music nathanfrankowski
3869,"['mystery', 'drama', 'crime', 'thriller']","['prostitute', 'fire', 'newspaper', 'independentfilm', 'womandirector']",3.069605,0,the dead girl,6.4,66,"['brittanymurphy', 'tonicollette', 'rosebyrne', 'joshbrolin', 'jamesfranco']",karenmoncrieff,prostitute fire newspaper independentfilm womandirector brittanymurphy tonicollette rosebyrne joshbrolin jamesfranco mystery drama crime thriller karenmoncrieff
3870,['drama'],"['fathersonrelationship', 'denmark', 'lie', 'pedophilia', 'kindergarten']",21.826888,16800000,the hunt,7.9,927,"['madsmikkelsen', 'alexandrarapaport', 'thomasbolarsen', 'annelouisehassing', 'larsranthe']",thomasvinterberg,fathersonrelationship denmark lie pedophilia kindergarten madsmikkelsen alexandrarapaport thomasbolarsen annelouisehassing larsranthe drama thomasvinterberg
3871,"['comedy', 'family']","['holiday', 'nostalgia', 'youngboy', 'bbgun', 'essay']",15.128316,19294144,a christmas story,7.4,344,"['melindadillon', 'darrenmcgavin', 'peterbillingsley', 'jeanshepherd', 'ianpetrella']",bobclark,holiday nostalgia youngboy bbgun essay melindadillon darrenmcgavin peterbillingsley jeanshepherd ianpetrella comedy family bobclark
3872,"['drama', 'romance']","['waitress', 'beach', 'independentfilm', 'soccer', 'girl']",1.814802,0,bella,6.7,37,"['tammyblanchard', 'angélicaaragón', 'alilandry', 'jaimetirelli', 'mannypérez']",alejandromonteverde,waitress beach independentfilm soccer girl tammyblanchard angélicaaragón alilandry jaimetirelli mannypérez drama romance alejandromonteverde
